form	lemma	POS	morph
κατα	[Greek]	FOR	MORPH=empty
τάξιν	[Greek]	FOR	MORPH=empty
fieri	fio	VER	Mood=Inf|Tense=Pres|Voice=Act
oportet	oportet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
nihil	nihil	PROind	Case=Ind
autein	autem	ADV	Numb=Sing|Deg=Pos
{autein}	ne2	ADV	MORPH=empty
confusè	confuse	ADJqua	Numb=Sing|Deg=Pos
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
pertubatè	perturbate	ADV	MORPH=empty
,	,	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
ex	ex	PRE	MORPH=empty
ista	iste	PROdem	Case=Abl|Numb=Sing|Gend=Fem
domus	domus	NOMcom	Case=Gen|Numb=Sing
turpitudine	turpitudo	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
ipsum	ipse	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut
patrem	pater	NOMcom	Case=Acc|Numb=Sing
familiàs	familia	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
ad	ad2	PRE	MORPH=empty
Deum	deus	NOMcom	Case=Acc|Numb=Sing
Optimũ	bonus	ADJqua	Case=Gen|Numb=Sing|Gend=Masc|Deg=Sup
Maximum	magnus	ADJqua	Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Sup
aliqua	aliquis	PROind	Case=Nom|Numb=Sing|Gend=Fem
labes	labes	NOMcom	Case=Nom|Numb=Sing
quodammodo	quodammodo	CONsub	Deg=Pos
redundet	redundo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Itaque	itaque	CONcoo	MORPH=empty
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
eâdem	idem	PROdem	Case=Abl|Numb=Sing|Gend=Fem
benignitate	benignitas	NOMcom	Case=Abl|Numb=Sing
qua	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Fem
in	in	PRE	MORPH=empty
sacratissimo	sacratus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup
suo	suus	PROpos.ref	Case=Abl|Numb=Sing|Gend=MascNeut
verbo	uerbum	NOMcom	Case=Abl|Numb=Sing
omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ad	ad2	PRE	MORPH=empty
salutem	salus	NOMcom	Case=Acc|Numb=Sing
æternam	aeternus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
ipsiúsque	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com
{ipsiúsque}	que	CON	MORPH=empty
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
suæ	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=Fem
fundamentũ	fundamentum	NOMcom	Case=Abl|Numb=Sing
necessaria	necessarius2	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
,	,	PUNC	MORPH=empty
præscripsit	praescribo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
it	eo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
a	ab	PRE	MORPH=empty
et	et2	CONcoo	MORPH=empty
iam	iam	ADV	Deg=Pos
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ad	ad2	PRE	MORPH=empty
eiusdem	idem	PROdem	Case=Gen|Numb=Sing|Gend=Com
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
ordinem	ordo	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
ornamentum	ornamentum	NOMcom	Case=Acc|Numb=Sing
vtilia	utile	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
,	,	PUNC	MORPH=empty
demõstrauit	demonstro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
nequa	nequam2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos
deesset	desum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
pars	pars	NOMcom	Case=Nom|Numb=Sing
ad	ad2	PRE	MORPH=empty
veræ	uerus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
constitutionem	constitutio	NOMcom	Case=Acc|Numb=Sing
necessaria	necessarius2	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
quam	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem
non	non	ADVneg	MORPH=empty
ab	ab	PRE	MORPH=empty
ipsius	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com
ore	os1	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
verbo	uerbum	NOMcom	Case=Abl|Numb=Sing
abundè	abunde	ADV	Deg=Pos
disceremus	disco	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
Vt	ut4	CONsub	MORPH=empty
verò	uero4	CONcoo	MORPH=empty
hæ	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Fem
præceptiones	praeceptio	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem
Ecclesiæ	ecclesia	NOMcom	Case=Nom|Numb=Plur
necessarium	necessarius2	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
ordinem	ordo	NOMcom	Case=Acc|Numb=Sing
cõtinent	contineo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
etiam	etiam	ADV	Deg=Pos
nomine	nomen	NOMcom	Case=Abl|Numb=Sing
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
ab	ab	PRE	MORPH=empty
ijs	is	PROdem	Case=Abl|Numb=Plur|Gend=Com
distinguerentur	distinguo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing
fidei	fides2	NOMcom	Case=Gen|Numb=Sing
complectuntur	complector	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
,	,	PUNC	MORPH=empty
generaliter	generaliter	ADV	Deg=Pos
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing
Ecclesiasticæ	ecclesiasticus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
vocabulo	uocabulum	NOMcom	Case=Abl|Numb=Sing
vulgò	uulgus	ADV	Case=Dat|Numb=Sing|Deg=Pos
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
appellatæ	appello1	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
.	.	PUNC	MORPH=empty
Quemadmodum	quemadmodum2	ADVint	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
ea	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing
Dei	deus	NOMcom	Case=Gen|Numb=Sing
pars	pars	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
ea	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem
veritatis	ueritas	NOMcom	Case=Gen|Numb=Sing
cognitio	cognitio	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
quid	quis1	PROint	Case=Nom|Numb=Sing|Gend=Neut
de	de	PRE	MORPH=empty
Deo	deus	NOMcom	Case=Abl|Numb=Sing
Patre	pater	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
de	de	PRE	MORPH=empty
Christo	Christus	NOMpro	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
eiusque	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
{eiusque}	que	CON	MORPH=empty
naturis	natura	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
officio	officium	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
de	de	PRE	MORPH=empty
Spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
Sancto	sanctus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
,	,	PUNC	MORPH=empty
de	de	PRE	MORPH=empty
causis	causa	NOMcom	Case=Abl|Numb=Plur
nostræ	noster	PROpos	Case=Gen|Numb=Sing|Gend=Fem
iustificationis	iustificatio	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
de	de	PRE	MORPH=empty
vita	uita	NOMcom	Case=Abl|Numb=Sing
æterna	aeternus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
nobis	nos	PROper	Case=Dat|Numb=Plur
credendum	credo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
ostẽdit	ostendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ossa	os2	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
neruos	neruus	NOMcom	Case=Acc|Numb=Plur
,	,	PUNC	MORPH=empty
ipsámque	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Fem
{ipsámque}	que	CON	MORPH=empty
adeò	adeo2	ADV	Deg=Pos
veræ	uerus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
tanquam	tamquam1	ADVrel	MORPH=empty
corporis	corpus	NOMcom	Case=Gen|Numb=Sing
οὐσίαν	[Greek]	FOR	MORPH=empty
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
constitutionem	constitutio	NOMcom	Case=Acc|Numb=Sing
continet	contineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
ædificat	aedifico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Sic	sic	ADV	Deg=Pos
illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem
eiusdem	idem	PROdem	Case=Gen|Numb=Sing|Gend=Com
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing
Dei	deus	NOMcom	Case=Gen|Numb=Sing
pars	pars	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
quę	que	PROrel	MORPH=empty
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing
Ecclesiasticae	ecclesiasticus	ADJqua	Case=Gen|Numb=Sing|Gend=Com
præcepta	praeceptum	NOMcom	Case=Acc|Numb=Plur
tradit	trado	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
velut	uelut1	ADVrel	MORPH=empty
corporis	corpus	NOMcom	Case=Gen|Numb=Sing
iam	iam	ADV	Deg=Pos
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
membris	membrum	NOMcom	Case=Abl|Numb=Plur
cõstantis	constans	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
nudi	nudus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
vestimẽtum	uestimentum	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
cultum	cultus1	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
ornamentum	ornamentum	NOMcom	Case=Acc|Numb=Sing
compingit	compingo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
consarcinat	consarcino	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quò	quis1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut
decorè	decus	NOMcom	Case=Abl|Numb=Sing
vestiri	uestio	VER	Mood=Inf|Tense=Pres|Voice=Pass
possit	possum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
ex	ex	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
quanta	quantus1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
vtriusque	uterque	PROind	Case=Gen|Numb=Sing|Gend=Com
,	,	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
doctrinæ	doctrina	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
inter	inter	PRE	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
consensio	consensio	NOMcom	Case=Nom|Numb=Sing
cõiunctióque	coniunctio	NOMcom	Case=Nom|Numb=Sing
{cõiunctióque}	que	CON	MORPH=empty
,	,	PUNC	MORPH=empty
satis	satis2	ADV	Deg=Pos
iã	iam	ADV	MORPH=empty
intelligi	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Pass
possit	possum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
enim	enim2	CONcoo	MORPH=empty
cœtus	coetus	NOMcom	Case=Nom|Numb=Sing
hominum	homo	NOMcom	Case=Gen|Numb=Plur
,	,	PUNC	MORPH=empty
etiam	etiam	ADV	Deg=Pos
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
puram	purus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
Dei	deus	NOMcom	Case=Gen|Numb=Sing
prædicationem	praedicatio	NOMcom	Case=Acc|Numb=Sing
amplexi	amplector	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
velut	uelut1	ADVrel	MORPH=empty
nudum	nudus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
quoddam	quidam	PROind	Case=Acc|Numb=Sing|Gend=Neut
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
ornamentis	ornamentum	NOMcom	Case=Abl|Numb=Plur
carens	careo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
destitutum	destituo	VER	Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
corpus	corpus	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
nisi	nisi	CONsub	MORPH=empty
disciplinam	disciplina	NOMcom	Case=Acc|Numb=Sing
Ecclesiasticam	ecclesiasticus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
ad	ad2	PRE	MORPH=empty
veritatis	ueritas	NOMcom	Case=Gen|Numb=Sing
lucem	lux	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
professionem	professio	NOMcom	Case=Acc|Numb=Sing
adiunxerit	adiungo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Denique	denique	ADV	Deg=Pos
illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem
eadem	idem	PROdem	Case=Nom|Numb=Sing|Gend=Fem
disciplina	disciplina	NOMcom	Case=Nom|Numb=Sing
rectè	recte	ADV	Deg=Pos
custos	custos	NOMcom	Case=Nom|Numb=Sing
ipsius	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com
fidei	fides2	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
doctrinæ	doctrina	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
mater	mater	NOMcom	Case=Nom|Numb=Sing
virtutum	uirtus	NOMcom	Case=Gen|Numb=Plur
,	,	PUNC	MORPH=empty
vinculum	uinculum	NOMcom	Case=Nom|Numb=Sing
honestatis	honestas	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
neruus	neruus	NOMcom	Case=Nom|Numb=Sing
societatis	societas	NOMcom	Case=Gen|Numb=Sing
Christianæ	Christianus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem
à	ab	PRE	MORPH=empty
Patribus	pater	NOMcom	Case=Abl|Numb=Plur
Ecclesiasticis	ecclesiasticus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
appellatur	appello1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
:	:	PUNC	MORPH=empty
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
certè	certe	ADV	Deg=Pos
tanta	tantus	PROdem	Case=Nom|Numb=Sing|Gend=Fem
vis	uis	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
sola	solus	PROind	Case=Nom|Numb=Sing|Gend=Fem
illud	ille	PROdem	Case=Nom|Numb=Sing|Gend=Neut
conciliet	concilio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Ecclesiæ	ecclesia	NOMcom	Case=Dat|Numb=Sing
,	,	PUNC	MORPH=empty
quod	quod2	PROrel	Case=Nom
decorum	decorus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos
,	,	PUNC	MORPH=empty
venustatem	uenustas	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
splendorem	splendor	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
ornamentum	ornamentum	NOMcom	Case=Acc|Numb=Sing
appellamus	appello1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
adeóque	adeo2	ADV	Deg=Pos
{adeóque}	que	CON	MORPH=empty
speciosam	speciosus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
reddat	reddo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
ab	ab	PRE	MORPH=empty
hæreticis	haereticus	ADJqua	Case=Abl|Numb=Plur|Gend=Com
(	(	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
istius	iste	PROdem	Case=Gen|Numb=Sing|Gend=Com
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing
fuerunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
semper	semper	ADV	Deg=Pos
hostes	hostis	NOMcom	Case=Nom|Numb=Plur
maximi	magnus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Sup
et	et2	CONcoo	MORPH=empty
infestissimi	infestus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Sup
)	)	PUNC	MORPH=empty
inuidioso	inuidiosus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
nomine	nomen	NOMcom	Case=Abl|Numb=Sing
lenocinium	lenocinium	NOMcom	Case=Acc|Numb=Sing
vt	ut1	ADVrel	MORPH=empty
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Tertull	Tertullus	NOMpro	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
Ecclesiastica	ecclesiasticus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
disciplina	disciplina	NOMcom	Case=Nom|Numb=Sing
diceretur	dico2	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
Cùm	cum3	CONsub	MORPH=empty
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
igitur	igitur	CONcoo	MORPH=empty
hæc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
disciplina	disciplina	NOMcom	Case=Nom|Numb=Sing
illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem
iustitiæ	iustitia	NOMcom	Case=Gen|Numb=Sing
pars	pars	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
regula	regula	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
per	per	PRE	MORPH=empty
quam	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem
externus	externus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
ordo	ordo	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
totius	totus	PROind	Case=Gen|Numb=Sing|Gend=Com
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
legitima	legitimus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
administratio	administratio	NOMcom	Case=Nom|Numb=Sing
præscripta	praescribo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
spernendam	sperno	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
negligẽdámue	negligo	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
{negligẽdámue}	ue	CON	MORPH=empty
vnquã	umquam	ADV	MORPH=empty
existimauerit	existimo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
Cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
institutio	institutio	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
tantum	tantum2	ADV	Deg=Pos
sub	sub	PRE	MORPH=empty
nouo	nouus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
testamẽto	testamentum	NOMcom	Case=Abl|Numb=Sing
fieri	fio	VER	Mood=Inf|Tense=Pres|Voice=Act
cœpta	coeptum	VER	Case=Nom|Numb=Sing|Gend=Fem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
et	et1	ADV	MORPH=empty
iam	iam	ADV	Deg=Pos
in	in	PRE	MORPH=empty
lege	lex	NOMcom	Case=Abl|Numb=Sing
veteri	uetus	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
à	ab	PRE	MORPH=empty
Deo	deus	NOMcom	Case=Abl|Numb=Sing
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
iam	iam	ADV	Deg=Pos
olim	olim	ADV	Deg=Pos
tradita	trado	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
libello	libellus	NOMcom	Case=Abl|Numb=Sing
de	de	PRE	MORPH=empty
Politia	politia	NOMpro	Case=Abl|Numb=Sing
Iudaica	Iudaicus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
doctissimè	docte	ADV	Deg=Sup
iã	iam	ADV	MORPH=empty
pridẽ	pridem	ADV	MORPH=empty
docuit	doceo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Cornelius	Cornelius	NOMpro	Case=Nom|Numb=Sing
Bertramus	Bertramus	NOMpro	Numb=Sing
Hebraicæ	Hebraicus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
linguæ	lingua	NOMcom	Case=Gen|Numb=Sing
professor	professor	NOMcom	Case=Nom|Numb=Sing
eruditissimus	eruditus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Sup
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
collega	collega	NOMcom	Case=Nom|Numb=Sing
meus	meus	PROpos	Case=Nom|Numb=Sing|Gend=Masc
.	.	PUNC	MORPH=empty
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
enim	enim2	CONcoo	MORPH=empty
aliud	alius	PROind	Case=Acc|Numb=Sing|Gend=Neut
sibi	sui1	PROref	Case=Dat|Numb=Sing
volunt	uolo3	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
illa	ille	PROdem	Case=Nom|Numb=Plur|Gend=Neut
Dei	deus	NOMcom	Case=Gen|Numb=Sing
præcepta	praeceptum	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
Leuiticam	leuiticus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
tribum	tribus	NOMcom	Case=Acc|Numb=Sing
à	ab	PRE	MORPH=empty
reliquis	reliquus	ADJqua	Case=Abl|Numb=Plur|Gend=Com
distinguuntvt	distinguo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act
ex	ex	PRE	MORPH=empty
ea	is	PROdem	Case=Abl|Numb=Sing|Gend=Fem
